sale_id,date,product_type,product,unit_price,net_quantity,discount_percentage,historical_average_competitor_price,net_sales
1.29E+13,2021-09-14 12:33:31+03:00,feeding and weaning,cow and gate creamy porridge 4-6 months 125 g,900,2,0,1403.049294,1800
1.29E+13,2021-09-14 16:40:11+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3311.196333,3000
1.29E+13,2021-09-15 08:33:28+03:00,feeding and weaning,cow and gate creamy porridge 4-6 months 125 g,900,1,0,1403.049294,900
1.29E+13,2021-09-15 12:20:04+03:00,baby formula,hipp organic 3 from 1 year onwards growing up milk 600 g,3300,1,0,5424.18857,3300
1.29E+13,2021-09-15 13:35:55+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3554.391544,3000
1.29E+13,2021-09-15 14:22:44+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,250,6,0,233.841549,1500
1.29E+13,2021-09-15 15:14:16+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,2,0,5424.18857,6600
1.29E+13,2021-09-15 15:19:57+03:00,baby formula,hipp organic 3 from 1 year onwards growing up milk 600 g,3300,1,0,5424.18857,3300
1.29E+13,2021-09-15 16:06:47+03:00,baby formula,hipp organic 3 from 1 year onwards growing up milk 600 g,3300,1,0,5424.18857,3300
1.29E+13,2021-09-15 18:17:44+03:00,baby formula,nannycare growing up milk goat milk based 3 from 1 to 3 years 900 g,5000,2,0,9352.726592,10000
1.29E+13,2021-09-16 12:03:34+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,1,0,9352.726592,5000
1.29E+13,2021-09-16 12:07:08+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,3000,2,0,3554.391544,6000
1.29E+13,2021-09-16 17:17:19+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,4,0,3554.391544,12000
1.30E+13,2021-09-17 15:34:07+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,2,0,3554.391544,6000
1.30E+13,2021-09-17 15:52:31+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,1,0,9352.726592,5000
1.30E+13,2021-09-18 15:27:47+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3554.391544,3000
1.30E+13,2021-09-18 16:29:38+03:00,bathing and skin care,little angels sensitive baby 64 wipes,250,4,0,654.7563371,1000
1.30E+13,2021-09-18 18:18:10+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,2,0,3554.391544,6000
1.30E+13,2021-09-20 08:50:14+03:00,bathing and skin care,little angels sensitive baby 64 wipes,250,2,0,654.7563371,500
1.30E+13,2021-09-20 14:16:45+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,4800,2,4,9352.726592,9600
1.30E+13,2021-09-20 15:23:29+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,3000,1,0,3554.391544,3000
1.30E+13,2021-09-20 15:44:32+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,1,0,9352.726592,5000
1.30E+13,2021-09-20 17:34:23+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,900,12,0,1028.902815,10800
1.30E+13,2021-09-21 13:20:50+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3554.391544,3000
1.30E+13,2021-09-21 13:28:04+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,1,0,9352.726592,5000
1.30E+13,2021-09-21 13:28:29+03:00,baby formula,hipp organic 3 from 1 year onwards growing up milk 600 g,3300,1,0,5424.18857,3300
1.30E+13,2021-09-21 13:29:54+03:00,feeding and weaning,aptamil creamed porridge 4 month plus 125 g,900,1,0,1869.797026,900
1.30E+13,2021-09-21 13:30:29+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1869.797026,900
1.30E+13,2021-09-21 15:23:29+03:00,bathing and skin care,little angels sensitive baby 64 wipes,250,1,0,654.7563371,250
1.30E+13,2021-09-21 15:38:50+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,900,4,0,1028.902815,3600
1.30E+13,2021-09-21 17:23:01+03:00,feeding and weaning,aptamil creamed banana 125 g,900,2,0,1869.797026,1800
1.30E+13,2021-09-22 13:08:52+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5144.514077,3300
1.30E+13,2021-09-22 15:08:29+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,1,0,9352.726592,5000
1.30E+13,2021-09-22 17:58:46+03:00,baby formula,hipp organic 3 from 1 year onwards growing up milk 600 g,3300,1,0,5424.18857,3300
1.30E+13,2021-09-22 18:02:49+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5144.514077,3300
1.30E+13,2021-09-23 12:33:44+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,1,0,9352.726592,5000
1.30E+13,2021-09-23 16:14:08+03:00,feeding and weaning,aptamil creamed banana 125 g,900,2,0,1869.797026,1800
1.30E+13,2021-09-23 16:59:04+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2700,3,10,3311.196333,8100
1.30E+13,2021-09-24 09:27:34+03:00,baby formula,hipp organic 3 from 1 year onwards growing up milk 600 g,3300,1,0,5424.18857,3300
1.30E+13,2021-09-24 14:58:43+03:00,baby formula,nannycare growing up milk goat milk based 3 from 1 to 3 years 900 g,4500,1,10,9352.726592,4500
1.30E+13,2021-09-24 15:02:52+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,3000,2,0,3554.391544,6000
1.30E+13,2021-09-25 09:40:13+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,4,0,9352.726592,20000
1.30E+13,2021-09-25 10:54:05+03:00,baby formula,hipp organic 3 from 1 year onwards growing up milk 600 g,3300,2,0,5424.18857,6600
1.30E+13,2021-09-25 11:01:06+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3311.196333,3000
1.30E+13,2021-09-25 13:12:12+03:00,baby formula,nannycare growing up milk goat milk based 3 from 1 to 3 years 900 g,5000,3,0,9352.726592,15000
1.30E+13,2021-09-27 13:02:46+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,3000,2,0,3554.391544,6000
1.30E+13,2021-09-27 13:24:21+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3554.391544,3000
1.30E+13,2021-09-27 13:59:10+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5144.514077,3300
1.30E+13,2021-09-27 15:05:19+03:00,baby formula,hipp organic 3 from 1 year onwards growing up milk 600 g,3300,3,0,5424.18857,9900
1.30E+13,2021-09-27 15:05:19+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,2,0,5144.514077,6600
1.30E+13,2021-09-27 17:34:01+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,2,0,3554.391544,6000
1.30E+13,2021-09-28 15:19:08+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3554.391544,3000
1.30E+13,2021-09-28 15:29:30+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,2,0,5424.18857,6600
1.30E+13,2021-09-28 16:39:03+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,3,0,3311.196333,9000
1.30E+13,2021-09-28 17:33:00+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,2,0,9352.726592,10000
1.30E+13,2021-09-28 17:57:36+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1869.797026,900
1.30E+13,2021-09-29 12:34:22+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,250,6,0,233.841549,1500
1.30E+13,2021-09-29 15:11:30+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,250,2,0,233.841549,500
1.30E+13,2021-09-30 13:08:59+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,1,0,5424.18857,3300
1.30E+13,2021-09-30 13:11:57+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,3,0,3554.391544,9000
1.30E+13,2021-09-30 13:22:00+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,1,0,9352.726592,5000
1.30E+13,2021-09-30 15:18:50+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,250,1,0,233.841549,250
1.30E+13,2021-09-30 18:32:27+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3311.196333,3000
1.30E+13,2021-10-01 09:43:02+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,5,0,9393.14232,25000
1.30E+13,2021-10-01 12:49:25+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5166.744951,3300
1.30E+13,2021-10-01 15:09:37+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1877.876938,900
1.30E+13,2021-10-01 17:58:19+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,2,0,9393.14232,10000
1.30E+13,2021-10-01 17:58:19+03:00,baby formula,nannycare growing up milk goat milk based 3 from 1 to 3 years 900 g,5000,1,0,9393.14232,5000
1.30E+13,2021-10-02 10:59:17+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,2,0,3569.751057,6000
1.30E+13,2021-10-02 10:59:17+03:00,feeding and weaning,cow and gate creamy porridge 4-6 months 125 g,900,1,0,1409.112259,900
1.30E+13,2021-10-02 10:59:17+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1877.876938,900
1.30E+13,2021-10-02 10:59:17+03:00,feeding and weaning,aptamil creamed porridge 4 month plus 125 g,900,1,0,1877.876938,900
1.30E+13,2021-10-02 13:30:06+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,5,0,5447.627994,16500
1.30E+13,2021-10-02 13:32:21+03:00,baby formula,nannycare growing up milk goat milk based 3 from 1 to 3 years 900 g,5000,3,0,9393.14232,15000
1.30E+13,2021-10-02 14:50:48+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3325.504932,3000
1.30E+13,2021-10-04 08:42:59+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3569.751057,3000
1.30E+13,2021-10-04 14:19:20+03:00,feeding and weaning,aptamil creamed porridge 4 month plus 125 g,900,1,0,1877.876938,900
1.30E+13,2021-10-04 14:19:20+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1877.876938,900
1.30E+13,2021-10-05 11:35:50+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,1,0,5447.627994,3300
1.30E+13,2021-10-05 17:11:39+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5166.744951,3300
1.30E+13,2021-10-05 17:27:06+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1877.876938,900
1.30E+13,2021-10-05 17:27:06+03:00,feeding and weaning,aptamil creamed porridge 4 month plus 125 g,900,1,0,1877.876938,900
1.30E+13,2021-10-05 18:11:35+03:00,baby formula,hipp organic 3 from 1 year onwards growing up milk 600 g,3300,1,0,5447.627994,3300
1.30E+13,2021-10-06 10:50:05+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5166.744951,3300
1.30E+13,2021-10-06 11:23:59+03:00,bathing and skin care,little angels sensitive baby 64 wipes,250,2,0,657.585721,500
1.31E+13,2021-10-06 15:55:58+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,4,0,9393.14232,20000
1.31E+13,2021-10-06 17:13:12+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5166.744951,3300
1.31E+13,2021-10-07 14:07:15+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3325.504932,3000
1.31E+13,2021-10-07 17:43:29+03:00,baby formula,hipp organic 3 from 1 year onwards growing up milk 600 g,3300,2,0,5447.627994,6600
1.31E+13,2021-10-08 10:22:01+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3325.504932,3000
1.31E+13,2021-10-08 14:46:22+03:00,feeding and weaning,aptamil creamed porridge 4 month plus 125 g,900,1,0,1877.876938,900
1.31E+13,2021-10-09 11:26:42+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,1,0,9393.14232,5000
1.31E+13,2021-10-09 15:24:21+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3569.751057,3000
1.31E+13,2021-10-11 10:00:02+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3325.504932,3000
1.31E+13,2021-10-12 12:25:49+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,2,0,9393.14232,10000
1.31E+13,2021-10-12 16:48:19+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,900,5,0,1033.34899,4500
1.31E+13,2021-10-12 17:41:57+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,1,0,9393.14232,5000
1.31E+13,2021-10-13 13:34:22+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3569.751057,3000
1.31E+13,2021-10-14 09:30:04+03:00,feeding and weaning,aptamil creamed porridge 4 month plus 125 g,900,1,0,1877.876938,900
1.31E+13,2021-10-14 12:13:42+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,1,0,9393.14232,5000
1.31E+13,2021-10-14 13:39:45+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3569.751057,3000
1.31E+13,2021-10-14 13:39:45+03:00,bathing and skin care,little angels sensitive baby 64 wipes,250,2,0,657.585721,500
1.31E+13,2021-10-14 13:39:45+03:00,feeding and weaning,cow and gate creamy porridge 4-6 months 125 g,900,1,0,1409.112259,900
1.31E+13,2021-10-14 13:39:45+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,250,2,0,234.8520432,500
1.31E+13,2021-10-14 13:39:45+03:00,feeding and weaning,aptamil creamed porridge 4 month plus 125 g,900,1,0,1877.876938,900
1.31E+13,2021-10-14 13:45:40+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,3000,1,0,3569.751057,3000
1.31E+13,2021-10-14 15:53:10+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,250,3,0,234.8520432,750
1.31E+13,2021-10-14 17:16:29+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5166.744951,3300
1.31E+13,2021-10-14 18:14:51+03:00,baby formula,hipp organic 3 from 1 year onwards growing up milk 600 g,3300,1,0,5447.627994,3300
1.31E+13,2021-10-15 10:13:35+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,2,0,5447.627994,6600
1.31E+13,2021-10-15 10:14:35+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5166.744951,3300
1.31E+13,2021-10-15 16:17:59+03:00,baby formula,hipp organic 3 from 1 year onwards growing up milk 600 g,3300,2,0,5447.627994,6600
1.31E+13,2021-10-16 10:15:52+03:00,feeding and weaning,aptamil creamed porridge 4 month plus 125 g,900,2,0,1877.876938,1800
1.31E+13,2021-10-16 10:15:52+03:00,feeding and weaning,aptamil creamed banana 125 g,900,2,0,1877.876938,1800
1.31E+13,2021-10-16 13:07:38+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3569.751057,3000
1.31E+13,2021-10-16 16:17:18+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,3000,1,0,3569.751057,3000
1.31E+13,2021-10-16 16:23:37+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,2,0,9393.14232,10000
1.31E+13,2021-10-16 16:41:41+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,2,0,5447.627994,6600
1.31E+13,2021-10-16 17:16:34+03:00,baby formula,nannycare growing up milk goat milk based 3 from 1 to 3 years 900 g,5000,2,0,9393.14232,10000
1.31E+13,2021-10-16 17:35:42+03:00,bathing and skin care,little angels sensitive baby 64 wipes,250,4,0,657.585721,1000
1.31E+13,2021-10-18 11:35:42+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1877.876938,900
1.31E+13,2021-10-18 12:11:53+03:00,feeding and weaning,aptamil creamed banana 125 g,900,2,0,1877.876938,1800
1.31E+13,2021-10-18 13:17:20+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,250,6,0,234.8520432,1500
1.31E+13,2021-10-19 11:25:28+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,2,0,3325.504932,6000
1.31E+13,2021-10-19 14:08:44+03:00,baby formula,hipp organic 3 from 1 year onwards growing up milk 600 g,3300,2,0,5447.627994,6600
1.31E+13,2021-10-20 12:34:40+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,1,0,9393.14232,5000
1.31E+13,2021-10-21 10:37:07+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,2,0,5166.744951,6600
1.31E+13,2021-10-21 11:51:23+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3569.751057,3000
1.31E+13,2021-10-21 16:33:14+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,3000,1,0,3569.751057,3000
1.31E+13,2021-10-22 11:03:21+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5166.744951,3300
1.31E+13,2021-10-22 11:12:37+03:00,feeding and weaning,aptamil creamed porridge 4 month plus 125 g,900,2,0,1877.876938,1800
1.31E+13,2021-10-22 11:12:37+03:00,feeding and weaning,aptamil creamed banana 125 g,900,2,0,1877.876938,1800
1.31E+13,2021-10-22 15:43:32+03:00,bathing and skin care,little angels sensitive baby 64 wipes,250,1,0,657.585721,250
1.31E+13,2021-10-22 18:18:12+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,3,0,3325.504932,9000
1.31E+13,2021-10-23 11:13:16+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5166.744951,3300
1.31E+13,2021-10-23 13:50:05+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,3,0,3569.751057,9000
1.31E+13,2021-10-23 13:57:22+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,2,0,9393.14232,10000
1.31E+13,2021-10-23 14:40:05+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,1,0,5447.627994,3300
1.31E+13,2021-10-23 15:21:08+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3569.751057,3000
1.31E+13,2021-10-25 11:45:34+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,1,0,9393.14232,5000
1.31E+13,2021-10-25 12:04:01+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,250,2,0,234.8520432,500
1.31E+13,2021-10-25 12:04:01+03:00,bathing and skin care,little angels sensitive baby 64 wipes,250,2,0,657.585721,500
1.31E+13,2021-10-25 13:06:15+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,1,0,9393.14232,5000
1.32E+13,2021-10-26 14:08:20+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,2,0,3325.504932,6000
1.32E+13,2021-10-26 14:57:13+03:00,bathing and skin care,little angels sensitive baby 64 wipes,250,2,0,657.585721,500
1.32E+13,2021-10-26 18:35:07+03:00,feeding and weaning,aptamil creamed banana 125 g,900,2,0,1877.876938,1800
1.32E+13,2021-10-27 09:45:16+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,1,0,5447.627994,3300
1.32E+13,2021-10-27 09:45:16+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5166.744951,3300
1.32E+13,2021-10-28 14:39:51+03:00,feeding and weaning,cow and gate creamy porridge 4-6 months 125 g,900,1,0,1409.112259,900
1.32E+13,2021-10-28 15:32:32+03:00,feeding and weaning,aptamil creamed porridge 4 month plus 125 g,900,2,0,1877.876938,1800
1.32E+13,2021-10-28 16:33:26+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1877.876938,900
1.32E+13,2021-10-28 17:01:28+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3325.504932,3000
1.32E+13,2021-10-29 11:05:25+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5166.744951,3300
1.32E+13,2021-10-29 13:09:39+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,5,0,9393.14232,25000
1.32E+13,2021-10-29 18:42:52+03:00,baby formula,nannycare growing up milk goat milk based 3 from 1 to 3 years 900 g,5000,1,0,9393.14232,5000
1.32E+13,2021-10-30 12:38:08+03:00,bathing and skin care,little angels sensitive baby 64 wipes,250,8,0,657.585721,2000
1.32E+13,2021-10-30 12:38:08+03:00,feeding and weaning,cow and gate creamy porridge 4-6 months 125 g,900,1,0,1409.112259,900
1.32E+13,2021-10-30 12:38:08+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1877.876938,900
1.32E+13,2021-10-30 12:38:08+03:00,feeding and weaning,aptamil creamed porridge 4 month plus 125 g,900,1,0,1877.876938,900
1.32E+13,2021-10-30 17:32:06+03:00,bathing and skin care,little angels sensitive baby 64 wipes,250,4,0,657.585721,1000
1.32E+13,2021-11-01 09:39:14+03:00,baby formula,nannycare growing up milk goat milk based 3 from 1 to 3 years 900 g,5000,4,0,9450.850662,20000
1.32E+13,2021-11-01 11:14:34+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,4,0,9450.850662,20000
1.32E+13,2021-11-01 11:30:22+03:00,feeding and weaning,aptamil creamed porridge 4 month plus 125 g,900,1,0,1889.413989,900
1.32E+13,2021-11-01 13:11:43+03:00,feeding and weaning,aptamil creamed porridge 4 month plus 125 g,900,1,0,1889.413989,900
1.32E+13,2021-11-01 14:48:24+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,1,0,9450.850662,5000
1.32E+13,2021-11-01 16:27:23+03:00,baby formula,nannycare growing up milk goat milk based 3 from 1 to 3 years 900 g,5000,1,0,9450.850662,5000
1.32E+13,2021-11-02 08:40:21+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,1,0,9450.850662,5000
1.32E+13,2021-11-02 12:21:25+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,2,0,5198.487713,6600
1.32E+13,2021-11-03 11:31:17+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,2,0,9450.850662,10000
1.32E+13,2021-11-03 13:34:36+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,2,0,9450.850662,10000
1.32E+13,2021-11-03 13:47:59+03:00,feeding and weaning,cow and gate creamy porridge 4-6 months 125 g,900,1,0,1417.769376,900
1.32E+13,2021-11-03 15:03:16+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,3000,2,0,3591.68242,6000
1.32E+13,2021-11-04 08:13:27+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,1,0,9450.850662,5000
1.32E+13,2021-11-04 13:28:50+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,250,2,0,236.294896,500
1.32E+13,2021-11-04 16:03:39+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,3000,2,0,3591.68242,6000
1.32E+13,2021-11-04 17:23:51+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1889.413989,900
1.32E+13,2021-11-05 12:30:28+03:00,baby formula,nannycare growing up milk goat milk based 3 from 1 to 3 years 900 g,5000,4,0,9450.850662,20000
1.32E+13,2021-11-06 09:18:28+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,250,12,0,236.294896,3000
1.32E+13,2021-11-06 11:50:25+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,900,2,0,1039.697543,1800
1.32E+13,2021-11-06 15:36:43+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,3000,1,0,3591.68242,3000
1.32E+13,2021-11-06 17:58:01+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,250,2,0,236.294896,500
1.32E+13,2021-11-09 13:31:38+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,250,8,0,236.294896,2000
1.32E+13,2021-11-09 14:30:31+03:00,feeding and weaning,cow and gate creamy porridge 4-6 months 125 g,900,1,0,1417.769376,900
1.32E+13,2021-11-10 10:21:10+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,2,0,3345.935728,6000
1.32E+13,2021-11-10 16:59:06+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,900,3,0,1039.697543,2700
1.32E+13,2021-11-10 17:25:07+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,2,0,5481.096408,6600
1.32E+13,2021-11-11 10:12:27+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,1,0,9450.850662,5000
1.32E+13,2021-11-11 10:16:25+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,1,0,5481.096408,3300
1.32E+13,2021-11-11 10:32:25+03:00,feeding and weaning,cow and gate creamy porridge 4-6 months 125 g,900,1,0,1417.769376,900
1.32E+13,2021-11-11 14:20:06+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1889.413989,900
1.32E+13,2021-11-11 18:09:33+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,1,0,9450.850662,5000
1.32E+13,2021-11-12 14:08:32+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,2,0,9450.850662,10000
1.32E+13,2021-11-12 14:11:07+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,250,6,0,236.294896,1500
1.32E+13,2021-11-12 14:23:13+03:00,baby formula,nannycare growing up milk goat milk based 3 from 1 to 3 years 900 g,5000,1,0,9450.850662,5000
1.32E+13,2021-11-12 16:04:16+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5198.487713,3300
1.33E+13,2021-11-13 12:20:00+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,250,6,0,236.294896,1500
1.33E+13,2021-11-13 13:49:14+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,2,0,3591.68242,6000
1.33E+13,2021-11-13 14:18:15+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,2,0,9450.850662,10000
1.33E+13,2021-11-15 08:33:09+03:00,feeding and weaning,cow and gate creamy porridge 4-6 months 125 g,900,1,0,1417.769376,900
1.33E+13,2021-11-15 14:10:38+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3345.935728,3000
1.33E+13,2021-11-15 14:50:42+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,5000,1,0,9450.850662,5000
1.33E+13,2021-11-16 08:50:40+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3345.935728,3000
1.33E+13,2021-11-16 08:50:40+03:00,feeding and weaning,aptamil creamed porridge 4 month plus 125 g,900,1,0,1889.413989,900
1.33E+13,2021-11-16 12:15:40+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,3,0,3345.935728,9000
1.33E+13,2021-11-16 14:45:51+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1889.413989,900
1.33E+13,2021-11-16 15:37:42+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,5000,2,0,9450.850662,10000
